,model_name,brand,processor_name,ram(GB),ssd(GB),Hard Disk(GB),Operating System,graphics,screen_size(inches),resolution (pixels),no_of_cores,no_of_threads,spec_score,price,is_gaming_laptop,is_regular_laptop
938,asus tuf gaming f17 fx777zc-hx069w gaming laptop,asus,12th gen core i5,16,512,1000,Windows,4 GB NVIDIA GeForce RTX 3050,17.29,1920 x 1080,12,16,68,94990,True,False
939,lenovo thinkbook 15 21a4a09rih laptop,lenovo,amd ryzen 5 5500u,16,512,1000,Windows,AMD Radeon,15.6,1920 x 1080,6,12,66,48790,False,True
940,asus tuf a17 fa766ic-hx005w gaming laptop,asus,ryzen 7 4800h,16,512,1000,Windows,4 GB NVIDIA GeForce RTX 3050,17.29,1920 x 1080,8,16,69,84990,True,False
941,msi thin gf63 11uc-850in gaming laptop,micro star international,11th gen core i7,8,512,1000,Windows,4 GB NVIDIA Geforce RTX 3050,15.6,1920 x 1080,8,16,72,72985,True,False
942,msi sword 15 a12uc-467in gaming laptop,micro star international,12th gen core i5,16,1000,1000,Windows,4 GB NVIDIA GeForce RTX RTX3050,15.6,1920 x 1080,12,16,67,89544,True,False
943,msi thin gf63 11uc-851in gaming laptop,micro star international,11th gen core i5,8,512,1000,Windows,4 GB NVIDIA Geforce RTX 3050,15.6,1920 x 1080,6,12,71,63800,True,False
944,apple macbook pro 2022 laptop,apple,apple m2,8,256,1000,Mac,10 Core GPU,13.3,2560 x 1600,8,18,43,121990,False,True
945,hp pavilion 15s-fy5001tu laptop,hewlett packard,12th gen core i5,8,512,1000,Windows,Intel Integrated Iris Xe Graphics,15.6,1920 x 1080,12,16,59,61000,False,True
946,lenovo ideapad gaming 3 15ihu6 82k101a3in laptop,lenovo,11th gen core i5,16,512,1000,Windows,4 GB NVIDIA GeForce RTX 3050 Graphics,15.6,1920 x 1080,4,8,71,68990,True,False
947,hp victus 16-d0354tx laptop,hewlett packard,11th gen core i5,8,512,1000,Windows,4 GB NVIDIA GeForce RTX 3050,16.1,1920 x 1080,6,12,71,67990,False,True
948,asus tuf gaming a15 fa506ic-hn100w laptop,asus,ryzen 7 4800h,8,1000,1000,Windows,4 GB NVIDIA GeForce RTX3050,15.6,1080 x 1920,8,16,62,85990,True,False
949,lenovo thinkbook 15 20vea0ypih laptop,lenovo,11th gen core i3,8,512,1000,Windows,Intel Integrated Graphics,15.6,1920 x 1080,2,4,53,41999,False,True
950,asus tuf gaming f15 fx577ze-hn072ws laptop,asus,12th gen core i7,16,1000,1000,Windows,4 GB ‎NVIDIA GeForce RTX 3050 Ti,15.6,1920 x 1080,9,20,62,107498,True,False
951,hp victus 16-d0361tx laptop,hewlett packard,11th gen core i7,16,512,1000,Windows,6 GB NVIDIA GeForce RTX RTX 3060,16.1,1920 x 1080,8,16,73,104000,False,True
952,dell inspiron 7425 laptop,dell,amd ryzen 5 5625u,8,512,1000,Windows,AMD Radeon,14.0,1920 x 1200,6,12,72,78203,False,True
953,acer predator helios 300 nh.qc2si.00b laptop,acer,11th gen core i9,16,1000,1000,Windows,6 GB NVIDIA GeForce RTX 3060,15.6,2560 x 1440,8,16,78,119990,False,True
954,dell inspiron 7425 laptop,dell,amd ryzen 7 5825u,16,512,1000,Windows,AMD Radeon,14.0,1920 x 1200,8,16,73,89990,False,True
955,asus rog strix g17 g713rm-ll167ws gaming laptop,asus,amd ryzen 7 6800h,16,1000,1000,Windows,6 GB NVIDIA GeForce RTX 3060,17.29,2560 x 1440,8,16,69,134990,True,False
956,samsung galaxy book2 15 laptop,samsung,12th gen core i5,8,256,1000,Windows,Intel Iris Xe Graphics,15.6,1920 x 1080,10,12,57,59990,False,True
957,hp pavilion 14-dv2016tu laptop,hewlett packard,12th gen core i5,16,512,1000,Windows,Intel Iris Xᵉ Graphics,14.0,1920 x 1080,10,12,62,69900,False,True
958,hp envy x360 13-ay1059au laptop,hewlett packard,ryzen 5 5600u,8,512,1000,Windows,AMD Raedon Graphics,13.3,1920 x 1080,6,12,65,77990,False,True
959,hp pavilion gaming 15-dk1520tx laptop,hewlett packard,10th gen core i5,8,512,1000,Windows,4 GB NVIDIA GeForce GTX 1650,15.6,1920 x 1080,4,8,71,60990,True,False
960,lenovo ideapad gaming 3 82k10199in laptop,lenovo,11th gen core i5,8,512,1000,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920 x 1080,4,8,68,67000,True,False
961,hp pavilion 14-dv2019tu laptop,hewlett packard,12th gen core i5,8,512,1000,Windows,Intel Integrated Intel Iris Xe Graphics,14.0,1920 x 1080,10,12,55,62999,False,True
962,asus vivobook 15 m515da-bq332ws laptop,asus,ryzen 3 3250u,8,512,1000,Windows,AMD Radeon AMD Radeon,15.6,1920 x 1080,2,4,55,34990,False,True
963,dell inspiron 15 3511 laptop,dell,11th gen core i5,8,512,1000,Windows,Intel Integrated UHD Graphics,15.6,1920 x 1080,4,8,54,52890,False,True
964,samsung galaxy book2 15 laptop,samsung,12th gen core i5,16,512,1000,Windows,Intel Integrated Iris Xe,15.6,1920 x 1080,10,12,54,69990,False,True
965,asus strix g15 g513rm-hf272ws gaming laptop,asus,ryzen 7 6800h,16,1000,1000,Windows,6 GB NVIDIA GeForce RTX 3060,15.6,1920 x 1080,8,16,81,129990,True,False
966,asus x515ea-bq522ws laptop,asus,11th gen core i5,8,512,1000,Windows,Intel Integrated Iris Xe,15.6,1920 x 1080,4,8,61,53500,False,True
967,dell g15-5520 d560737win9b laptop,dell,12th gen core i7,16,512,1000,Windows,6 GB NVIDIA GeForce RTX 3060,15.6,1920 x 1080,14,20,79,125990,False,True
968,lenovo ideapad gaming 3 81y401arin gaming laptop,lenovo,10th gen core i5,8,512,1000,Windows,4 GB NVIDIA GeForce GTX 1650,15.6,1920 x 1080,4,8,67,63990,True,False
969,lenovo ideapad flex 5 82hu00ppin laptop,lenovo,amd ryzen 5 5500u,8,512,1000,Windows,AMD Radeon,14.0,1920 x 1080,6,12,62,57990,False,True
970,dell inspiron g15 d560826win9g laptop,dell,11th gen core i5,16,512,1000,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920 x 1080,6,12,69,101639,False,True
971,dell vostro 3405 laptop,dell,ryzen 3 3250u,8,512,1000,Windows,AMD Radeon,14.0,1920 x 1080,2,4,53,38990,False,True
972,dell inspiron 5518 laptop,dell,11th gen core i5,8,512,1000,Windows,2 GB NVIDIA GeForce MX450,15.6,1920 x 1080,4,8,67,65490,False,True
973,lenovo ideapad 5 pro 14itl6 82l300cain laptop,lenovo,11th gen core i7,16,512,1000,Windows,Intel Integrated,14.0,2304 x 1400,4,8,63,77490,False,True
974,dell inspiron g15 d560827win9g laptop,dell,11th gen core i5,8,512,1000,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920 x 1080,6,12,67,66599,False,True
975,asus vivobook s15 oled k3502za-l701ws laptop,asus,12th gen core i7,16,512,1000,Windows,Intel Iris XE Graphics,15.6,1920 x 1080,14,20,71,84700,False,True
976,lenovo ideapad 3 15iml05 81wb01ebin laptop,lenovo,10th gen core i3,8,512,1000,Windows,Intel Integrated,15.6,1920 x 1080,2,4,53,37990,False,True
977,acer aspire 3 a314-35 un.k0ssi.011 laptop,acer,celeron n4500,4,256,1000,Windows,Intel UHD,14.0,1366 x 768,2,3,48,26600,False,True
978,lenovo ideapad 3 15igl05 81wq00mqin laptop,lenovo,celeron n4020,8,256,1000,Windows,Intel Integrated UHD 600,15.6,1366 x 768,2,2,53,27000,False,True
979,lenovo ideapad 3 15itl05 81x800k9in laptop,lenovo,11th gen core i5,8,512,1000,Windows,Intel Iris Xe Graphics,15.6,1920 x 1080,4,8,60,60494,False,True
980,lenovo ideapad 3 15itl6 82h802l0in laptop,lenovo,11th gen core i3,8,512,1000,Windows,Intel Integrated UHD,15.6,1920 x 1080,2,4,59,39994,False,True
981,dell inspiron 5310 laptop,dell,11th gen core i5,16,512,1000,Windows,2 GB NVIDIA GeForce MX450,13.3,2560 x 1600,4,8,66,72620,False,True
982,asus vivobook s14 oled s3402za-km701ws laptop,asus,12th gen core i7,16,512,1000,Windows,Intel Iris Xe Graphics,14.0,2880 x 1800,14,20,72,81990,False,True
983,asus zenbook 14x oled space edition ux5401zas-kn711ws laptop,asus,12th gen core i7,16,1000,1000,Windows,Intel Iris Xe,14.0,2880 x 1800,14,20,75,116990,False,True
984,asus vivobook 14 oled ux3402za-km531ws laptop,asus,12th gen core i5,16,512,1000,Windows,Intel Iris Xe,14.0,2880 x 1800,12,16,61,85990,False,True
985,lenovo ideapad slim 3 81x800j1in laptop,lenovo,11th gen core i5,8,512,1000,Windows,Intel Integrated,15.6,1920 x 1080,4,8,60,53100,False,True
986,asus zenbook space edition ux5401zas-kn521ws laptop,asus,12th gen core i5,16,512,1000,Windows,Intel Integrated Iris Xe,14.0,2880 x 1800,12,16,67,104390,False,True
987,asus zenbook 14x oled space edition ux5401zas-kn901ws laptop,asus,12th gen core i9,32,1000,1000,Windows,Intel Iris X Graphics,14.0,2880 x 1800,14,20,78,159990,False,True
988,lenovo thinkbook 14 20vda0tlih laptop,lenovo,11th gen core i5,16,512,1000,Windows,Intel Iris Xe Graphics,14.0,1920 x 1080,4,8,65,69490,False,True
989,acer aspire 3 a315-58 laptop,acer,11th gen core i5,8,512,1000,Windows,Intel Integrated UHD,15.6,1920 x 1080,4,8,56,62999,False,True
990,asus tuf gaming a15 fa506ic-hn075w laptop,asus,ryzen 7 4800h,16,512,1000,Windows,4 GB NVIDIA GeForce RTX3050,15.6,1080 x 1920,8,16,55,80990,True,False
991,acer extensa ex215-31 laptop,acer,intel pentium n5030,4,256,1000,Windows,Intel Integrated UHD 605,15.6,1366 x 768,4,2,49,23899,False,True
992,fujitsu ch 4zr1h03553 laptop,fujitsu,11th gen core i5,16,512,1000,Windows,Intel Iris Xe Graphics,13.3,1920 x 1080,4,8,63,54990,False,True
993,lenovo v15 82kb0003ge laptop,lenovo,11th gen core i3,8,256,564,Windows,Missing,14.8,1920 x 1080,2,4,53,32499,False,True
994,lenovo thinkpad p15v 21aas0r100 laptop,lenovo,11th gen core i7,16,1000,1000,Windows,4 GB Nvidia Quadro T600,15.6,1920 x 1080,8,16,76,146500,False,True
995,asus vivobook 15 x515ja-bq521ws laptop,asus,10th gen core i5,8,512,1000,Windows,Intel Integrated UHD,15.6,1920 x 1080,4,8,55,42990,False,True
996,fujitsu uh-x 4zr1f38027 laptop,fujitsu,11th gen core i7,16,1000,1000,Windows,Intel Iris Xe Graphics,13.3,1920 x 1080,4,8,69,99990,False,True
997,lenovo ideapad slim 3 81we01qlin laptop,lenovo,10th gen core i3,8,512,1000,Windows,Intel UHD Graphics,14.0,1920 x 1080,2,4,53,37490,False,True
998,asus k413ea-eb522ws laptop,asus,11th gen core i5,16,512,1000,Windows,Intel Integrated Iris Xe,14.0,1920 x 1080,4,8,63,56990,False,True
999,hp victus 16-e0361ax gaming laptop,hewlett packard,ryzen 7 5800h,16,512,1000,Windows,6 GB NVIDIA GeForce RTX 3060,16.1,1920 x 1080,8,16,76,104490,True,False
1000,asus vivobook pro 14 oled 2021 m3401qc-km045ws laptop,asus,ryzen 7 5800h,16,512,1000,Windows,4 GB NVIDIA GeForce RTX RTX 3050,14.0,2880 x 1800,8,16,67,87500,False,True
1001,hp pavilion 14-ec1019au laptop,hewlett packard,amd ryzen 5 5625u,16,512,1000,Windows,AMD Radeon AMD,14.0,1920 x 1080,6,12,60,61990,False,True
1002,asus tuf a15 oled fa507rm-hf030ws laptop,asus,ryzen 7 6800h,16,1000,1000,Windows,6 GB NVIDIA GeForce RTX 3060,15.6,1920 x 1080,8,16,69,114600,False,True
1003,asus vivobook 14 x415ja-eb501ws laptop,asus,10th gen core i5,8,512,1000,Windows,Intel UHD Graphics,14.0,1920 x 1080,4,8,54,41990,False,True
1004,asus vivobook 14 2021 x415ma-bv011w laptop,asus,celeron n4020,4,256,1000,Windows,Missing,14.0,1366 x 768,2,2,49,23990,False,True
1005,hp pavilion 14-ec1008au laptop,hewlett packard,ryzen 7 5825u,16,512,1000,Windows,AMD Radeon AMD,14.0,1920 x 1080,8,16,59,78889,False,True
1006,hp 15s-du3519tx laptop,hewlett packard,11th gen core i5,8,512,1000,Windows,2 GB NVIDIA GeForce MX450,15.6,1920 x 1080,4,8,62,58990,False,True
1007,asus strix g15 g513rm-hq273ws gaming laptop,asus,ryzen 7 6800h,16,1000,1000,Windows,6 GB NVIDIA GeForce RTX 3060,15.6,1920 x 1080,8,16,79,134490,True,False
1008,asus br1100cka-gj0722w notebook,asus,celeron n4500,4,128,1000,Windows,Missing,11.6,1366 x 768,2,2,44,22990,False,True
1009,fujitsu uh-x 4zr1f38024 laptop,fujitsu,11th gen core i7,16,512,1000,Windows,Intel Iris Xe Graphics,13.3,1920 x 1080,4,8,63,84990,False,True
1010,asus br1100cka-gj0722w laptop,asus,celeron n4500,4,128,564,Windows,Intel UHD Graphics,11.6,1366 x 768,2,2,45,22990,False,True
1011,lenovo yoga 6 13alc6 82nd00dpin laptop,lenovo,ryzen 7 5700u,16,1000,1000,Windows,AMD Radeon AMD,13.3,1920 x 1080,8,16,68,92999,False,True
1012,asus br1100fka-bp1104w laptop,asus,celeron n4500,4,128,564,Windows,Intel Integrated UHD Graphics,11.6,1366 x 768,2,3,49,29990,False,True
1013,asus rog strix scar 17 g733zw-ll139ws gaming laptop,asus,12th gen core i9,32,1000,1000,Windows,8 GB NVIDIA GeForce RTX 3070 Ti,17.29,2560 x 1440,14,20,79,249990,True,False
